name,nametype,recclass,mass (g),fall,year,reclat,reclong,country,continent
Gifu,Valid,L6,14290.0,Fell,1909,35.53333,136.88333,Japan,Asia
Girgenti,Valid,L6,18000.0,Fell,1853,37.31667,13.56667,Italy,Europe
Git-Git,Valid,L6,480.0,Fell,1947,9.6,9.91667,Nigeria,Africa
Glanerbrug,Valid,L/LL5,670.0,Fell,1990,52.2,6.86667,Germany,Europe
Glanggang,Valid,H5-6,1303.0,Fell,1939,-7.25,107.7,Indonesia,Asia
Glasatovo,Valid,H4,152000.0,Fell,1918,57.35,37.61667,Russia,Europe
Glatton,Valid,L6,767.0,Fell,1991,52.45972,-0.3,United Kingdom,Europe
Gnadenfrei,Valid,H5,1750.0,Fell,1879,50.66667,16.76667,Poland,Europe
Gopalpur,Valid,H6,1600.0,Fell,1865,24.23333,89.05,Bangladesh,Asia
Gorlovka,Valid,H3.7,3618.0,Fell,1974,48.28333,38.08333,Ukraine,Europe
Granes,Valid,L6,9000.0,Fell,1964,42.9,2.25,France,Europe
Grefsheim,Valid,L5,45.5,Fell,1976,60.66667,11.0,Norway,Europe
Grimsby,Valid,H5,215.0,Fell,2009,43.2,-79.61667,Canada,North America
Grosnaja,Valid,CV3,3500.0,Fell,1861,43.66667,45.38333,Russia,Europe
Gross-Divina,Valid,H5,10500.0,Fell,1837,49.26667,18.71667,Slovakia,Europe
Grossliebenthal,Valid,L6,8000.0,Fell,1881,46.35,30.58333,Ukraine,Europe
Grüneberg,Valid,H4,1000.0,Fell,1841,51.93333,15.5,Poland,Europe
Grzempach,Valid,H5,690.0,Fell,1910,52.86667,16.63333,Poland,Europe
Gualeguaychú,Valid,H6,22000.0,Fell,1932,-33.0,-58.61667,Argentina,South America
Guangmingshan,Valid,H5,2910.0,Fell,1996,39.80417,122.76389,China,Asia
Guangrao,Valid,L6,1900.0,Fell,1980,37.1,118.4,China,Asia
Guareña,Valid,H6,39000.0,Fell,1892,38.73333,-6.01667,Spain,Europe
Guêa,Valid,Stone-uncl,1915.0,Fell,1891,43.76667,20.23333,Serbia,Europe
Guibga,Valid,L5,288.0,Fell,1972,13.5,-0.68333,Burkina Faso,Africa
Guidder,Valid,LL5,968.0,Fell,1949,9.91667,13.98333,Cameroon,Africa
Gujargaon,Valid,H5,2449.0,Fell,1982,22.98333,76.05,India,Asia
Gujba,Valid,CBa,100000.0,Fell,1984,11.49167,11.65833,Nigeria,Africa
Gumoschnik,Valid,H5,5700.0,Fell,1904,42.9,24.7,Bulgaria,Europe
Gurram Konda,Valid,L6,28.0,Fell,1814,13.78333,78.56667,India,Asia
Gursum,Valid,H4/5,34650.0,Fell,1981,9.36667,42.41667,Ethiopia,Africa
Gütersloh,Valid,H3/4,1000.0,Fell,1851,51.91667,8.38333,Germany,Europe
Gyokukei,Valid,OC,1320.0,Fell,1930,35.0,127.5,South Korea,Asia
Hachi-oji,Valid,H?,0.2,Fell,1817,35.65,139.33333,Japan,Asia
Hainaut,Valid,H3-6,9000.0,Fell,1934,50.31667,3.73333,Belgium,Europe
Hallingeberg,Valid,L3.4,1456.0,Fell,1944,57.81667,16.23333,Sweden,Europe
Hamlet,Valid,LL4,3710.0,Fell,1959,41.38333,-86.6,United States of America,North America
Haraiya,Valid,Eucrite-mmict,1000.0,Fell,1878,26.8,82.53333,India,Asia
Haripura,Valid,CM2,315.0,Fell,1921,28.38333,75.78333,India,Asia
Harleton,Valid,L6,8360.0,Fell,1961,32.675,-94.51167,United States of America,North America
Harrison County,Valid,L6,680.0,Fell,1859,38.25,-86.16667,United States of America,North America
Hashima,Valid,H4,1110.6,Fell,1910,35.2945,136.70033,Japan,Asia
Hassi-Jekna,Valid,"Iron, IAB-sHL",1250.0,Fell,1890,28.95,0.81667,Algeria,Africa
Hatford,Valid,Stone-uncl,29000.0,Fell,1628,51.65,-1.51667,United Kingdom,Europe
Haverö,Valid,Ureilite,1544.0,Fell,1971,60.24556,22.06194,,
Hedeskoga,Valid,H5,3500.0,Fell,1922,55.46667,13.78333,Sweden,Europe
Hedjaz,Valid,L3.7-6,6100.0,Fell,1910,27.33333,35.66667,,
Heredia,Valid,H5,1000.0,Fell,1857,10.0,-84.1,Costa Rica,North America
Hessle,Valid,H5,20000.0,Fell,1869,59.85,17.66667,Sweden,Europe
Higashi-koen,Valid,H5,750.0,Fell,1897,33.6,130.43333,Japan,Asia
High Possil,Valid,L6,4500.0,Fell,1804,55.9,-4.23333,United Kingdom,Europe
Hiroshima,Valid,H5,414.0,Fell,2003,34.45,132.38333,Japan,Asia
Hoima,Valid,H6,167.7,Fell,2003,1.345,31.47278,Uganda,Africa
Hökmark,Valid,L4,305.5,Fell,1954,64.43333,21.2,Sweden,Europe
Holbrook,Valid,L/LL6,220000.0,Fell,1912,34.9,-110.18333,United States of America,North America
Holetta,Valid,Stone-uncl,1415.0,Fell,1923,9.06667,38.41667,Ethiopia,Africa
Homestead,Valid,L5,230000.0,Fell,1875,41.8,-91.86667,United States of America,North America
Honolulu,Valid,L5,2420.0,Fell,1825,21.3,-157.86667,United States of America,North America
Hotse,Valid,L6,180.0,Fell,1956,35.66667,115.5,China,Asia
Hoxie,Valid,OC,266.1,Fell,1963,39.35,-100.45,United States of America,North America
Hraschina,Valid,"Iron, IID",49000.0,Fell,1751,46.1,16.33333,Croatia,Europe
Huaxi,Valid,H5,1600.0,Fell,2010,26.46469,106.63241,China,Asia
Hungen,Valid,H6,112.0,Fell,1877,50.3,8.91667,Germany,Europe
Hvittis,Valid,EL6,14000.0,Fell,1901,61.18333,22.68333,Finland,Europe
Ibbenbüren,Valid,Diogenite,2000.0,Fell,1870,52.28333,7.7,Germany,Europe
Ibitira,Valid,Eucrite-mmict,2500.0,Fell,1957,-20.0,-45.0,Brazil,South America
Ichkala,Valid,H6,3973.0,Fell,1936,58.2,82.93333,Russia,Europe
Idutywa,Valid,H5,3457.0,Fell,1956,-32.1,28.33333,South Africa,Africa
Iguaracu,Valid,H5,1200.0,Fell,1977,-23.2,-51.83333,Brazil,South America
Ijopega,Valid,H6,7330.0,Fell,1975,-6.03333,145.36667,Papua New Guinea,Oceania
Indarch,Valid,EH4,27000.0,Fell,1891,39.75,46.66667,Azerbaijan,Asia
Independence,Valid,L6,880.0,Fell,1917,39.08333,-94.4,United States of America,North America
Inner Mongolia,Valid,L6,3000.0,Fell,1963,41.0,112.0,China,Asia
Innisfree,Valid,L5,4576.0,Fell,1977,53.415,-111.3375,Canada,North America
Ipiranga,Valid,H6,7000.0,Fell,1972,-25.5,-54.5,Brazil,South America
Ishinga,Valid,H,1300.0,Fell,1954,-8.93333,33.8,Tanzania,Africa
Isthilart,Valid,H5,3050.0,Fell,1928,-31.18333,-57.95,Argentina,South America
Itapicuru-Mirim,Valid,H5,2024.0,Fell,1879,-3.4,-44.33333,Brazil,South America
Itqiy,Valid,EH7-an,4720.0,Fell,1990,26.59083,-12.95217,Morocco,Africa
Ivuna,Valid,CI1,704.5,Fell,1938,-8.41667,32.43333,Tanzania,Africa
Jackalsfontein,Valid,L6,48000.0,Fell,1903,-32.5,21.9,South Africa,Africa
Jajh deh Kot Lalu,Valid,EL6,973.0,Fell,1926,26.75,68.41667,Pakistan,Asia
Jalanash,Valid,Ureilite,700.0,Fell,1990,0.0,0.0,,
Jalandhar,Valid,Iron,1967.0,Fell,1621,31.0,75.0,India,Asia
Jamkheir,Valid,H6,22.0,Fell,1866,18.75,75.33333,India,Asia
Jartai,Valid,L6,20500.0,Fell,1979,39.7,105.8,China,Asia
Jelica,Valid,LL6,34000.0,Fell,1889,43.83333,20.44167,Serbia,Europe
Jemlapur,Valid,L6,450.0,Fell,1901,0.0,0.0,,
Jesenice,Valid,L6,3667.0,Fell,2009,46.42137,14.05217,Slovenia,Europe
Jhung,Valid,L5,5900.0,Fell,1873,31.3,72.38333,Pakistan,Asia
Jiange,Valid,H5,222.0,Fell,1964,31.91667,104.91667,China,Asia
Jianshi,Valid,"Iron, IIIAB",600000.0,Fell,1890,30.80833,109.5,China,Asia
Jilin,Valid,H5,4000000.0,Fell,1976,44.05,126.16667,China,Asia
Jodiya,Valid,L5,100.0,Fell,2006,22.68,70.31333,India,Asia
Jodzie,Valid,Howardite,30.0,Fell,1877,55.7,24.4,Lithuania,Europe
Johnstown,Valid,Diogenite,40300.0,Fell,1924,40.35,-104.9,United States of America,North America
Jolomba,Valid,LL6,483.0,Fell,1974,-11.85,15.83333,Angola,Africa
Jonzac,Valid,Eucrite-mmict,5000.0,Fell,1819,45.43333,-0.45,France,Europe
Juancheng,Valid,H5,100000.0,Fell,1997,35.5,115.41667,China,Asia
Judesegeri,Valid,H6,680.0,Fell,1876,12.85,76.8,India,Asia
Jumapalo,Valid,L6,32490.0,Fell,1984,-7.71667,111.2,Indonesia,Asia
Junan,Valid,L6,950.0,Fell,1976,35.2,118.8,China,Asia
Juromenha,Valid,"Iron, IIIAB",25250.0,Fell,1968,38.74028,-7.27,Portugal,Europe
Juvinas,Valid,Eucrite-mmict,91000.0,Fell,1821,44.71667,4.3,France,Europe
Kaba,Valid,CV3,3000.0,Fell,1857,47.35,21.3,Hungary,Europe
Kabo,Valid,H4,13400.0,Fell,1971,11.85,8.21667,Nigeria,Africa
Kadonah,Valid,H6,89.0,Fell,1822,27.08333,78.33333,India,Asia
Kaee,Valid,H5,230.0,Fell,1838,27.25,79.96667,India,Asia
Kagarlyk,Valid,L6,1900.0,Fell,1908,49.86667,30.83333,Ukraine,Europe
Kaidun,Valid,CR2,2000.0,Fell,1980,15.0,48.3,Yemen,Asia
Kainsaz,Valid,CO3.2,200000.0,Fell,1937,55.43333,53.25,Russia,Europe
Kakangari,Valid,K3,350.0,Fell,1890,12.38333,78.51667,India,Asia
Kakowa,Valid,L6,577.0,Fell,1858,45.13333,21.66667,Romania,Europe
Kalaba,Valid,H4,950.0,Fell,1951,-6.83333,29.5,Dem. Rep. Congo,Africa
Kalumbi,Valid,L6,4500.0,Fell,1879,17.83333,73.98333,India,Asia
Kamalpur,Valid,L6,2770.0,Fell,1942,26.03333,81.46667,India,Asia
Kamiomi,Valid,H5,448.0,Fell,1913,36.04167,139.95667,Japan,Asia
Kamsagar,Valid,L6,1293.0,Fell,1902,14.18333,75.8,India,Asia
Kandahar (Afghanistan),Valid,L6,299.0,Fell,1959,31.6,65.78333,Afghanistan,Asia
Kangean,Valid,H5,1630.0,Fell,1908,-7.0,115.5,,
Kangra Valley,Valid,H5,400.0,Fell,1897,32.08333,76.3,India,Asia
Kapoeta,Valid,Howardite,11355.0,Fell,1942,4.7,33.63333,S. Sudan,Africa
Kaprada,Valid,L5/6,1600.0,Fell,2004,20.33916,73.22329,India,Asia
Kaptal-Aryk,Valid,L6,3500.0,Fell,1937,42.45,73.36667,Kyrgyzstan,Asia
Karakol,Valid,LL6,3000.0,Fell,1840,47.21667,81.01667,Kazakhstan,Asia
Karatu,Valid,LL6,2220.0,Fell,1963,-3.5,35.58333,Tanzania,Africa
Karewar,Valid,L6,180.0,Fell,1949,12.9,7.15,Nigeria,Africa
Karkh,Valid,L6,22000.0,Fell,1905,27.8,67.16667,Pakistan,Asia
Karloowala,Valid,L6,2950.0,Fell,1955,31.58333,71.6,Pakistan,Asia
Karoonda,Valid,CK4,41730.0,Fell,1930,-35.08333,139.91667,Australia,Oceania
Kasamatsu,Valid,H,710.0,Fell,1938,35.36667,136.76667,Japan,Asia
Kasauli,Valid,H4,16820.0,Fell,2003,29.58333,77.58333,India,Asia
Katagum,Valid,L6,1500.0,Fell,1999,11.33333,10.08333,Nigeria,Africa
Kavarpura,Valid,"Iron, IIE-an",6800.0,Fell,2006,25.14333,75.81333,India,Asia
Kayakent,Valid,"Iron, IIIAB",85000.0,Fell,1961,39.26333,31.78,Turkey,Asia
Kediri,Valid,L4,3300.0,Fell,1940,-7.75,112.01667,Indonesia,Asia
Kemer,Valid,L4,5760.0,Fell,2008,36.54194,29.41822,Turkey,Asia
Kendleton,Valid,L4,6937.0,Fell,1939,29.45,-96.0,United States of America,North America
Kendrapara,Valid,H4-5,6669.2,Fell,2003,20.4625,86.70278,India,Asia
Kerilis,Valid,H5,5000.0,Fell,1874,48.4,-3.3,France,Europe
Kernouve,Valid,H6,80000.0,Fell,1869,48.11667,-3.08333,France,Europe
Kesen,Valid,H4,135000.0,Fell,1850,38.98333,141.61667,Japan,Asia
Khairpur,Valid,EL6,13600.0,Fell,1873,29.53333,72.3,Pakistan,Asia
Khanpur,Valid,LL5,3698.0,Fell,1932,25.55,83.11667,India,Asia
Kharkov,Valid,L6,1500.0,Fell,1787,50.625,35.075,Ukraine,Europe
Kheragur,Valid,L6,450.0,Fell,1860,26.95,77.88333,India,Asia
Khetri,Valid,H6,100.0,Fell,1867,28.01667,75.81667,India,Asia
Khmelevka,Valid,L5,6109.0,Fell,1929,56.75,75.33333,Russia,Europe
Khohar,Valid,L3.6,9700.0,Fell,1910,25.1,81.53333,India,Asia
Khor Temiki,Valid,Aubrite,3200.0,Fell,1932,16.0,36.0,Sudan,Africa
Kidairat,Valid,H6,100000.0,Fell,1983,14.0,28.0,Sudan,Africa
Kiel,Valid,L6,737.6,Fell,1962,54.4,10.15,Germany,Europe
Kiffa,Valid,H5,1500.0,Fell,1970,16.58333,-11.33333,Mauritania,Africa
Kijima (1906),Valid,Stone-uncl,331.0,Fell,1906,36.85,138.38333,Japan,Asia
Kikino,Valid,H6,195.0,Fell,1809,55.0,34.0,Russia,Europe
Kilabo,Valid,LL6,19000.0,Fell,2002,12.76667,9.8,Nigeria,Africa
Kilbourn,Valid,H5,772.0,Fell,1911,43.58333,-89.6,United States of America,North America
Killeter,Valid,H6,140.0,Fell,1844,54.66667,-7.66667,Ireland,Europe
Kingai,Valid,H6,67.4,Fell,1967,11.63333,24.68333,Sudan,Africa
Kirbyville,Valid,Eucrite-mmict,97.7,Fell,1906,30.75,-95.95,United States of America,North America
Kisvarsány,Valid,L6,1550.0,Fell,1914,48.16667,22.30833,Hungary,Europe
Kitchener,Valid,L6,202.6,Fell,1998,43.38333,-80.38333,Canada,North America
Klein-Wenden,Valid,H6,3250.0,Fell,1843,51.6,10.8,Germany,Europe
Knyahinya,Valid,L/LL5,500000.0,Fell,1866,48.9,22.4,Ukraine,Europe
Kobe,Valid,CK4,136.0,Fell,1999,34.73333,135.16667,Japan,Asia
Kokubunji,Valid,L6,11510.0,Fell,1986,34.3,133.95,Japan,Asia
Komagome,Valid,Iron,238.0,Fell,1926,35.73333,139.75,Japan,Asia
Konovo,Valid,LL5,90.0,Fell,1931,42.51667,26.16667,Bulgaria,Europe
Košice,Valid,H5,4300.0,Fell,2010,48.76367,21.17633,Slovakia,Europe
Krähenberg,Valid,LL5,16500.0,Fell,1869,49.32694,7.46472,Germany,Europe
Krasnoi-Ugol,Valid,L6,2440.0,Fell,1829,54.03333,40.9,Russia,Europe
Krasnyi Klyuch,Valid,H5,4000.0,Fell,1946,54.33333,56.08333,Russia,Europe
Krutikha,Valid,OC,845.2,Fell,1906,56.8,77.0,Russia,Europe
Krymka,Valid,LL3.2,50000.0,Fell,1946,47.83333,30.76667,Ukraine,Europe
Kukschin,Valid,L6,2250.0,Fell,1938,51.15,31.7,Ukraine,Europe
Kulak,Valid,L5,453.6,Fell,1961,30.73111,66.80222,Pakistan,Asia
Kuleschovka,Valid,L6,6000.0,Fell,1811,50.75,33.5,Ukraine,Europe
Kulp,Valid,H6,3719.0,Fell,1906,41.11667,45.0,Armenia,Asia
Kunashak,Valid,L6,200000.0,Fell,1949,55.78333,61.36667,Russia,Europe
Kunya-Urgench,Valid,H5,1100000.0,Fell,1998,42.25,59.2,Turkmenistan,Asia
Kushiike,Valid,OC,4460.0,Fell,1920,37.05,138.38333,Japan,Asia
Kusiali,Valid,L6,5.0,Fell,1860,29.68333,78.38333,India,Asia
Kutais,Valid,H5,23.0,Fell,1977,44.51667,39.3,Russia,Europe
Kuttippuram,Valid,L6,45000.0,Fell,1914,10.83333,76.03333,India,Asia
Kuznetzovo,Valid,L6,4047.0,Fell,1932,55.2,75.33333,Russia,Europe
Kyushu,Valid,L6,45000.0,Fell,1886,32.03333,130.63333,Japan,Asia
La Bécasse,Valid,L6,2800.0,Fell,1879,47.08333,1.75,France,Europe
La Charca,Valid,OC,399.0,Fell,1878,20.66667,-101.28333,Mexico,North America
La Colina,Valid,H5,2000.0,Fell,1924,-37.33333,-61.53333,Argentina,South America
La Criolla,Valid,L6,45000.0,Fell,1985,-31.23333,-58.16667,Argentina,South America
Laborel,Valid,H5,3833.0,Fell,1871,44.28333,5.58333,France,Europe
Lahrauli,Valid,Ureilite,900.0,Fell,1955,26.78333,82.71667,India,Asia
L'Aigle,Valid,L6,37000.0,Fell,1803,48.76667,0.63333,France,Europe
Cumulus Hills 04075,Valid,Pallasite,9.6,Found,2003,0.0,0.0,,
Lakangaon,Valid,Eucrite-mmict,212.5,Fell,1910,21.86667,76.03333,India,Asia
Lalitpur,Valid,L6,372.0,Fell,1887,24.45,78.56667,India,Asia
Lancé,Valid,CO3.5,51700.0,Fell,1872,47.7,1.06667,France,Europe
Lancon,Valid,H6,7000.0,Fell,1897,43.75,5.11667,France,Europe
Långhalsen,Valid,L6,2300.0,Fell,1947,58.85,16.73333,Sweden,Europe
Lanxi,Valid,L6,1282.0,Fell,1986,46.24167,126.19611,China,Asia
Lanzenkirchen,Valid,L4,7000.0,Fell,1925,47.75,16.23333,Austria,Europe
Laochenzhen,Valid,H5,14250.0,Fell,1987,33.13333,115.16667,China,Asia
Launton,Valid,L6,1060.0,Fell,1830,51.9,-1.11667,United Kingdom,Europe
Lavrentievka,Valid,L6,800.0,Fell,1938,52.45,51.56667,Russia,Europe
Le Pressoir,Valid,H5,3000.0,Fell,1845,47.16667,0.43333,France,Europe
Le Teilleul,Valid,Howardite,780.0,Fell,1845,48.53333,-0.86667,France,Europe
Leedey,Valid,L6,51500.0,Fell,1943,35.88333,-99.33333,United States of America,North America
Leeuwfontein,Valid,L6,460.0,Fell,1912,-25.66667,28.36667,South Africa,Africa
Leighlinbridge,Valid,L6,271.4,Fell,1999,52.66667,-6.96667,Ireland,Europe
Leighton,Valid,H5,877.0,Fell,1907,34.58333,-87.5,United States of America,North America
Leonovka,Valid,L6,700.0,Fell,1900,52.26667,32.85,Russia,Europe
Les Ormes,Valid,L6,125.0,Fell,1857,48.35,3.25,France,Europe
Lesves,Valid,L6,2000.0,Fell,1896,50.36667,4.73333,Belgium,Europe
Lichtenberg,Valid,H6,4000.0,Fell,1973,-26.15,26.18333,South Africa,Africa
Lillaverke,Valid,H5,6862.0,Fell,1930,56.65,15.86667,Sweden,Europe
Limerick,Valid,H5,50000.0,Fell,1813,52.56667,-8.78333,Ireland,Europe
Linum,Valid,L6,1862.0,Fell,1854,52.75,12.9,Germany,Europe
Lishui,Valid,L5,498.0,Fell,1978,31.63333,118.98333,China,Asia
Lissa,Valid,L6,12800.0,Fell,1808,50.2,14.85,Czechia,Europe
Little Piney,Valid,L5,491.0,Fell,1839,37.91667,-92.08333,United States of America,North America
Lixna,Valid,H4,5213.0,Fell,1820,56.0,26.43333,Latvia,Europe
Lodran,Valid,Lodranite,1000.0,Fell,1868,29.53333,71.8,Pakistan,Asia
Lohawat,Valid,Howardite,40000.0,Fell,1994,26.96556,72.62667,India,Asia
Lorton,Valid,L6,329.7,Fell,2010,38.70066,-77.21163,United States of America,North America
Los Martinez,Valid,L6,25.0,Fell,1894,38.0,-0.83333,Spain,Europe
Lost City,Valid,H5,17000.0,Fell,1970,36.00833,-95.15,United States of America,North America
Louisville,Valid,L6,1300.0,Fell,1977,38.25,-85.75,United States of America,North America
Łowicz,Valid,Mesosiderite-A3,59000.0,Fell,1935,52.0,19.91667,Poland,Europe
Lua,Valid,L5,9241.0,Fell,1926,24.95,75.15,India,Asia
Lucé,Valid,L6,3500.0,Fell,1768,47.85,0.48333,France,Europe
Lumpkin,Valid,L6,340.0,Fell,1869,32.03333,-84.76667,United States of America,North America
Lunan,Valid,H6,2520.0,Fell,1980,24.8,103.3,China,Asia
Lundsgård,Valid,L6,11000.0,Fell,1889,56.21667,13.03333,Sweden,Europe
Luotolax,Valid,Howardite,885.0,Fell,1813,61.2,27.7,Finland,Europe
Luponnas,Valid,H3-5,14000.0,Fell,1753,46.21667,5.0,France,Europe
Mabwe-Khoywa,Valid,L5,540.0,Fell,1937,19.0,97.0,Myanmar,Asia
Macau,Valid,H5,1500.0,Fell,1836,-5.2,-36.66667,Brazil,South America
Machinga,Valid,L6,93200.0,Fell,1981,-15.21222,35.24222,Malawi,Africa
Macibini,Valid,Eucrite-pmict,1995.0,Fell,1936,-28.83333,31.95,South Africa,Africa
Madhipura,Valid,L,1000.0,Fell,1950,25.91667,86.36667,India,Asia
Madiun,Valid,L6,400.0,Fell,1935,-7.75,111.53333,Indonesia,Asia
Madrid,Valid,L6,400.0,Fell,1896,40.41667,-3.71667,Spain,Europe
Mafra,Valid,L3-4,600.0,Fell,1941,-26.16667,-49.93333,Brazil,South America
Magnesia,Valid,"Iron, IAB-sHL",5000.0,Fell,1899,37.86667,27.51667,Turkey,Asia
Magombedze,Valid,H3-5,666.6,Fell,1990,-19.48333,31.65,Zimbabwe,Africa
Mahadevpur,Valid,H4/5,70500.0,Fell,2007,27.66667,95.78333,India,Asia
Maigatari-Danduma,Valid,H5/6,4629.0,Fell,2004,12.83333,9.38333,Nigeria,Africa
Malaga,Valid,OC,150.0,Fell,1933,32.21667,-104.0,United States of America,North America
Malakal,Valid,L5,2000.0,Fell,1970,9.5,31.75,S. Sudan,Africa
Malampaka,Valid,H,470.0,Fell,1930,-3.13333,33.51667,Tanzania,Africa
Malvern,Valid,Eucrite-pmict,807.0,Fell,1933,-29.45,26.76667,South Africa,Africa
Mamra Springs,Valid,L6,1000.0,Fell,1927,45.21667,62.08333,Kazakhstan,Asia
Manbhoom,Valid,LL6,1700.0,Fell,1863,23.05,86.7,India,Asia
Manegaon,Valid,Diogenite,50.0,Fell,1843,20.96667,76.1,India,Asia
Mangwendi,Valid,LL6,22300.0,Fell,1934,-17.65,31.6,Zimbabwe,Africa
Manych,Valid,LL3.4,3555.0,Fell,1951,45.81667,44.63333,Russia,Europe
Mardan,Valid,H5,4500.0,Fell,1948,34.23333,72.08333,Pakistan,Asia
Maria Linden,Valid,L4,114.0,Fell,1925,0.0,0.0,,
Mariaville,Valid,Iron,340.0,Fell,1898,42.71667,-99.38333,United States of America,North America
Maribo,Valid,CM2,25.81,Fell,2009,54.76183,11.46745,,
Maridi,Valid,H6,3200.0,Fell,1941,4.66667,29.25,S. Sudan,Africa
Marilia,Valid,H4,2500.0,Fell,1971,-22.25,-49.93333,Brazil,South America
Marion (Iowa),Valid,L6,28400.0,Fell,1847,41.9,-91.6,United States of America,North America
Marjalahti,Valid,"Pallasite, PMG",45000.0,Fell,1902,61.5,30.5,Russia,Europe
Marmande,Valid,L5,3000.0,Fell,1848,44.5,0.15,France,Europe
Maromandia,Valid,L6,6000.0,Fell,2002,-14.2,48.1,Madagascar,Africa
Maryville,Valid,L6,1443.0,Fell,1983,35.8,-84.1,United States of America,North America
Mascombes,Valid,L6,1000.0,Fell,1836,45.36667,1.86667,France,Europe
Mason Gully,Valid,H5,24.54,Fell,2010,0.0,0.0,,
Mässing,Valid,Howardite,1600.0,Fell,1803,48.13333,12.61667,Germany,Europe
Mauerkirchen,Valid,L6,19000.0,Fell,1768,48.18333,13.13333,Austria,Europe
Mauritius,Valid,L6,220.0,Fell,1801,-20.0,57.0,,
Mayo Belwa,Valid,Aubrite,4850.0,Fell,1974,8.96667,12.08333,Nigeria,Africa
Mazapil,Valid,"Iron, IAB-sLL",4000.0,Fell,1885,24.68333,-101.68333,Mexico,North America
Maziba,Valid,L6,4975.0,Fell,1942,-1.21667,30.0,Uganda,Africa
Mbale,Valid,L5/6,150000.0,Fell,1992,1.06667,34.16667,Uganda,Africa
Medanitos,Valid,Eucrite-cm,31.0,Fell,1953,-27.25,-67.5,Argentina,South America
Meerut,Valid,H5,22.0,Fell,1861,29.01667,77.8,India,Asia
Meester-Cornelis,Valid,H5,24750.0,Fell,1915,-6.23333,106.88333,Indonesia,Asia
Menow,Valid,H4,10500.0,Fell,1862,53.18333,13.15,Germany,Europe
Menziswyl,Valid,L5,28.9,Fell,1903,46.81867,7.21817,Switzerland,Europe
Mern,Valid,L6,4000.0,Fell,1878,55.05,12.06667,Denmark,Europe
Meru,Valid,LL6,6000.0,Fell,1945,0.0,37.66667,Kenya,Africa
Merua,Valid,H5,71400.0,Fell,1920,25.48333,81.98333,India,Asia
Messina,Valid,L5,2405.0,Fell,1955,38.18333,15.56667,,
Meuselbach,Valid,L6,870.0,Fell,1897,50.58333,11.1,Germany,Europe
Mezel,Valid,L6,1300.0,Fell,1949,45.76667,3.25,France,Europe
Mezö-Madaras,Valid,L3.7,22700.0,Fell,1852,46.5,25.73333,Romania,Europe
Mhow,Valid,L6,350.0,Fell,1827,25.9,83.61667,India,Asia
Mianchi,Valid,H5,1100.0,Fell,1980,34.8,111.7,China,Asia
Middlesbrough,Valid,L6,1600.0,Fell,1881,54.56667,-1.16667,United Kingdom,Europe
Mifflin,Valid,L5,3584.0,Fell,2010,42.9075,-90.36556,United States of America,North America
Mighei,Valid,CM2,8000.0,Fell,1889,48.06667,30.96667,Ukraine,Europe
Mihonoseki,Valid,L6,6380.0,Fell,1992,35.56833,133.22,,
Mike,Valid,L6,224.2,Fell,1944,46.23333,17.53333,Hungary,Europe
Milena,Valid,L6,10000.0,Fell,1842,46.18333,16.1,Croatia,Europe
Millbillillie,Valid,Eucrite-mmict,330000.0,Fell,1960,-26.45,120.36667,Australia,Oceania
Miller (Arkansas),Valid,H5,16700.0,Fell,1930,35.4,-92.05,United States of America,North America
Minamino,Valid,L,1040.0,Fell,1632,35.07833,136.93333,Japan,Asia
Mineo,Valid,Pallasite,42.0,Fell,1826,37.28333,14.7,Italy,Europe
Min-Fan-Zhun,Valid,LL6,5500.0,Fell,1952,32.33333,120.66667,China,Asia
Minnichhof,Valid,OC,550.0,Fell,1905,47.7,16.6,Hungary,Europe
Mirzapur,Valid,L5,8510.0,Fell,1910,25.68333,83.25,India,Asia
Misshof,Valid,H5,5800.0,Fell,1890,56.66667,23.0,Latvia,Europe
Mjelleim,Valid,H,100.7,Fell,1898,61.73333,5.93333,Norway,Europe
Mocs,Valid,L5-6,300000.0,Fell,1882,46.8,24.03333,Romania,Europe
Modoc (1905),Valid,L6,35000.0,Fell,1905,38.5,-101.1,United States of America,North America
Mokoia,Valid,CV3,4500.0,Fell,1908,-39.63333,174.4,New Zealand,Oceania
Molina,Valid,H5,144000.0,Fell,1858,38.11667,-1.16667,Spain,Europe
Molteno,Valid,Howardite,150.0,Fell,1953,-31.25,26.46667,South Africa,Africa
Monahans (1998),Valid,H5,2587.0,Fell,1998,31.60833,-102.85833,United States of America,North America
Monroe,Valid,H4,8600.0,Fell,1849,35.25,-80.5,United States of America,North America
Monte das Fortes,Valid,L5,4885.0,Fell,1950,38.01667,-8.25,Portugal,Europe
Monte Milone,Valid,L5,3130.0,Fell,1846,43.26667,13.35,Italy,Europe
Montferré,Valid,H5,149000.0,Fell,1923,43.39056,1.9625,France,Europe
Montlivault,Valid,L6,500.0,Fell,1838,47.63333,1.58333,France,Europe
Moore County,Valid,Eucrite-cm,1880.0,Fell,1913,35.41667,-79.38333,United States of America,North America
Mooresfort,Valid,H5,3520.0,Fell,1810,52.45,-8.33333,Ireland,Europe
Moorleah,Valid,L6,8887.5,Fell,1930,-40.975,145.6,Australia,Oceania
Moradabad,Valid,L6,70.0,Fell,1808,28.78333,78.83333,India,Asia
Morávka,Valid,H5,633.0,Fell,2000,49.6,18.53333,Czechia,Europe
